"response_uuid","Age","Trial","target_prop"
"ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","3",0.573
"ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","4",0.691
"ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","5",0.625
"ed8fc258-ab43-41e2-8294-5f349ef3d9c1","6","6",0.5
"f8937b7b-0136-4afe-a3ed-507af8bf1889","12","1",0.654
"f8937b7b-0136-4afe-a3ed-507af8bf1889","12","2",0.171
"f8937b7b-0136-4afe-a3ed-507af8bf1889","12","3",0.953
"f8937b7b-0136-4afe-a3ed-507af8bf1889","12","4",0.174
"f8937b7b-0136-4afe-a3ed-507af8bf1889","12","5",0.739
"fe85735d-5680-4edc-b835-3a70d4d90a9f","12","1",0.833
"fe85735d-5680-4edc-b835-3a70d4d90a9f","12","2",0.28
"fe85735d-5680-4edc-b835-3a70d4d90a9f","12","3",0.831
"fe85735d-5680-4edc-b835-3a70d4d90a9f","12","4",0.201
"fe85735d-5680-4edc-b835-3a70d4d90a9f","12","5",0.78
"fe85735d-5680-4edc-b835-3a70d4d90a9f","12","6",0.196
